filename,image,majority_subtype,majority_label,n_buildings,majority_share
socal-fire_00000149_post_disaster.json,socal-fire_00000149_post_disaster.png,destroyed,3,0,
socal-fire_00000282_post_disaster.json,socal-fire_00000282_post_disaster.png,destroyed,3,0,
socal-fire_00000602_post_disaster.json,socal-fire_00000602_post_disaster.png,destroyed,3,0,
socal-fire_00000913_post_disaster.json,socal-fire_00000913_post_disaster.png,destroyed,3,25,0.96
socal-fire_00000538_post_disaster.json,socal-fire_00000538_post_disaster.png,destroyed,3,0,
socal-fire_00000388_post_disaster.json,socal-fire_00000388_post_disaster.png,destroyed,3,0,
socal-fire_00000253_post_disaster.json,socal-fire_00000253_post_disaster.png,destroyed,3,33,0.6060606060606061
socal-fire_00001344_post_disaster.json,socal-fire_00001344_post_disaster.png,destroyed,3,13,0.5384615384615384
socal-fire_00001211_post_disaster.json,socal-fire_00001211_post_disaster.png,destroyed,3,0,
socal-fire_00000096_post_disaster.json,socal-fire_00000096_post_disaster.png,destroyed,3,0,
socal-fire_00001116_post_disaster.json,socal-fire_00001116_post_disaster.png,destroyed,3,0,
socal-fire_00001331_post_disaster.json,socal-fire_00001331_post_disaster.png,destroyed,3,0,
socal-fire_00000907_post_disaster.json,socal-fire_00000907_post_disaster.png,no-damage,0,5,0.6
socal-fire_00000998_post_disaster.json,socal-fire_00000998_post_disaster.png,destroyed,3,0,
socal-fire_00000642_post_disaster.json,socal-fire_00000642_post_disaster.png,no-damage,0,20,0.95
socal-fire_00000488_post_disaster.json,socal-fire_00000488_post_disaster.png,no-damage,0,22,0.6363636363636364
socal-fire_00000520_post_disaster.json,socal-fire_00000520_post_disaster.png,destroyed,3,0,
socal-fire_00000651_post_disaster.json,socal-fire_00000651_post_disaster.png,no-damage,0,16,0.625
socal-fire_00000103_post_disaster.json,socal-fire_00000103_post_disaster.png,no-damage,0,41,1.0
socal-fire_00001042_post_disaster.json,socal-fire_00001042_post_disaster.png,destroyed,3,0,
socal-fire_00000644_post_disaster.json,socal-fire_00000644_post_disaster.png,no-damage,0,3,1.0
socal-fire_00000461_post_disaster.json,socal-fire_00000461_post_disaster.png,destroyed,3,0,
socal-fire_00000387_post_disaster.json,socal-fire_00000387_post_disaster.png,destroyed,3,22,0.9545454545454546
socal-fire_00000789_post_disaster.json,socal-fire_00000789_post_disaster.png,destroyed,3,0,
socal-fire_00000635_post_disaster.json,socal-fire_00000635_post_disaster.png,destroyed,3,0,
socal-fire_00001136_post_disaster.json,socal-fire_00001136_post_disaster.png,destroyed,3,0,
socal-fire_00000397_post_disaster.json,socal-fire_00000397_post_disaster.png,destroyed,3,0,
socal-fire_00000593_post_disaster.json,socal-fire_00000593_post_disaster.png,destroyed,3,0,
socal-fire_00000169_post_disaster.json,socal-fire_00000169_post_disaster.png,destroyed,3,0,
socal-fire_00000945_post_disaster.json,socal-fire_00000945_post_disaster.png,minor-damage,1,9,0.5555555555555556
socal-fire_00000341_post_disaster.json,socal-fire_00000341_post_disaster.png,destroyed,3,10,0.9
socal-fire_00000709_post_disaster.json,socal-fire_00000709_post_disaster.png,destroyed,3,0,
socal-fire_00000472_post_disaster.json,socal-fire_00000472_post_disaster.png,no-damage,0,30,0.9666666666666667
socal-fire_00000297_post_disaster.json,socal-fire_00000297_post_disaster.png,destroyed,3,0,
socal-fire_00000115_post_disaster.json,socal-fire_00000115_post_disaster.png,no-damage,0,14,0.8571428571428571
socal-fire_00001390_post_disaster.json,socal-fire_00001390_post_disaster.png,destroyed,3,0,
socal-fire_00000251_post_disaster.json,socal-fire_00000251_post_disaster.png,no-damage,0,44,1.0
socal-fire_00000083_post_disaster.json,socal-fire_00000083_post_disaster.png,destroyed,3,0,
socal-fire_00000116_post_disaster.json,socal-fire_00000116_post_disaster.png,destroyed,3,3,0.6666666666666666
socal-fire_00000772_post_disaster.json,socal-fire_00000772_post_disaster.png,destroyed,3,0,
socal-fire_00001258_post_disaster.json,socal-fire_00001258_post_disaster.png,no-damage,0,1,1.0
socal-fire_00000543_post_disaster.json,socal-fire_00000543_post_disaster.png,destroyed,3,0,
socal-fire_00000952_post_disaster.json,socal-fire_00000952_post_disaster.png,destroyed,3,0,
socal-fire_00000261_post_disaster.json,socal-fire_00000261_post_disaster.png,destroyed,3,0,
socal-fire_00000791_post_disaster.json,socal-fire_00000791_post_disaster.png,destroyed,3,0,
socal-fire_00000312_post_disaster.json,socal-fire_00000312_post_disaster.png,no-damage,0,114,0.9298245614035088
socal-fire_00000311_post_disaster.json,socal-fire_00000311_post_disaster.png,destroyed,3,0,
